"Plot","SubPlot","Herbivory","yr","uidplot","taxa","cover"
"1",3,"Exclosure","2020","Exclosure1","Poa lanuginosa",0
"1",3,"Exclosure","2020","Exclosure1","Vicia pampicola",0
"1",1,"Control","2020","Control1","Sporobolus rigens",5
"1",1,"Control","2020","Control1","Noticastrum sericeum",2
"1",1,"Control","2020","Control1","Panicum urvilleanum",0
"1",1,"Control","2020","Control1","Hoffmannseggia trifoliata",0
"1",1,"Control","2020","Control1","Plantago patagonica",0
"1",1,"Control","2020","Control1","Nassella tenuis",7
"1",1,"Control","2020","Control1","Poa lanuginosa",3
"1",1,"Control","2020","Control1","Vicia pampicola",0
"2",1,"Control","2020","Control2","Sporobolus rigens",5
"2",1,"Control","2020","Control2","Noticastrum sericeum",0
"2",1,"Control","2020","Control2","Panicum urvilleanum",0
"2",1,"Control","2020","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2020","Control2","Plantago patagonica",3
"2",1,"Control","2020","Control2","Nassella tenuis",11
"2",1,"Control","2020","Control2","Poa lanuginosa",0
"2",1,"Control","2020","Control2","Vicia pampicola",0
"2",3,"Exclosure","2020","Exclosure2","Sporobolus rigens",3
"2",3,"Exclosure","2020","Exclosure2","Noticastrum sericeum",3
"2",3,"Exclosure","2020","Exclosure2","Panicum urvilleanum",3
"2",3,"Exclosure","2020","Exclosure2","Hoffmannseggia trifoliata",0
"2",3,"Exclosure","2020","Exclosure2","Plantago patagonica",1
"2",3,"Exclosure","2020","Exclosure2","Nassella tenuis",40
"2",3,"Exclosure","2020","Exclosure2","Poa lanuginosa",0
"2",3,"Exclosure","2020","Exclosure2","Vicia pampicola",1
"2",4,"Partial","2020","Partial2","Sporobolus rigens",7
"2",4,"Partial","2020","Partial2","Noticastrum sericeum",3
"2",4,"Partial","2020","Partial2","Panicum urvilleanum",0
"2",4,"Partial","2020","Partial2","Hoffmannseggia trifoliata",1
"2",4,"Partial","2020","Partial2","Plantago patagonica",10
"2",4,"Partial","2020","Partial2","Nassella tenuis",25
"2",4,"Partial","2020","Partial2","Poa lanuginosa",0
"2",4,"Partial","2020","Partial2","Vicia pampicola",4
"4",3,"Exclosure","2020","Exclosure4","Sporobolus rigens",5
"4",3,"Exclosure","2020","Exclosure4","Noticastrum sericeum",1
"4",3,"Exclosure","2020","Exclosure4","Panicum urvilleanum",0
"4",3,"Exclosure","2020","Exclosure4","Hoffmannseggia trifoliata",0
"4",3,"Exclosure","2020","Exclosure4","Plantago patagonica",33
"4",3,"Exclosure","2020","Exclosure4","Nassella tenuis",4
"4",3,"Exclosure","2020","Exclosure4","Poa lanuginosa",0
"4",3,"Exclosure","2020","Exclosure4","Vicia pampicola",0
"4",4,"Partial","2020","Partial4","Sporobolus rigens",2
"4",4,"Partial","2020","Partial4","Noticastrum sericeum",2
"4",4,"Partial","2020","Partial4","Panicum urvilleanum",1
"4",4,"Partial","2020","Partial4","Hoffmannseggia trifoliata",0
"4",4,"Partial","2020","Partial4","Plantago patagonica",20
"4",4,"Partial","2020","Partial4","Nassella tenuis",15
"4",4,"Partial","2020","Partial4","Poa lanuginosa",0
"4",4,"Partial","2020","Partial4","Vicia pampicola",0
"4",1,"Control","2020","Control4","Sporobolus rigens",20
"4",1,"Control","2020","Control4","Noticastrum sericeum",1
"4",1,"Control","2020","Control4","Panicum urvilleanum",0
"4",1,"Control","2020","Control4","Hoffmannseggia trifoliata",0
"4",1,"Control","2020","Control4","Plantago patagonica",2
"4",1,"Control","2020","Control4","Nassella tenuis",10
"4",1,"Control","2020","Control4","Poa lanuginosa",0
"4",1,"Control","2020","Control4","Vicia pampicola",0
"3",3,"Exclosure","2020","Exclosure3","Sporobolus rigens",2
"3",3,"Exclosure","2020","Exclosure3","Noticastrum sericeum",4
"3",3,"Exclosure","2020","Exclosure3","Panicum urvilleanum",5
"3",3,"Exclosure","2020","Exclosure3","Hoffmannseggia trifoliata",1
"3",3,"Exclosure","2020","Exclosure3","Plantago patagonica",0
"3",3,"Exclosure","2020","Exclosure3","Nassella tenuis",7
"3",3,"Exclosure","2020","Exclosure3","Poa lanuginosa",0
"3",3,"Exclosure","2020","Exclosure3","Vicia pampicola",0
"3",4,"Partial","2020","Partial3","Sporobolus rigens",1
"3",4,"Partial","2020","Partial3","Noticastrum sericeum",4
"3",4,"Partial","2020","Partial3","Panicum urvilleanum",12
"3",4,"Partial","2020","Partial3","Hoffmannseggia trifoliata",0
"3",4,"Partial","2020","Partial3","Plantago patagonica",0
"3",4,"Partial","2020","Partial3","Nassella tenuis",4
"3",4,"Partial","2020","Partial3","Poa lanuginosa",0
"3",4,"Partial","2020","Partial3","Vicia pampicola",0
"3",1,"Control","2020","Control3","Sporobolus rigens",2
"3",1,"Control","2020","Control3","Noticastrum sericeum",2
"3",1,"Control","2020","Control3","Panicum urvilleanum",0
"3",1,"Control","2020","Control3","Hoffmannseggia trifoliata",0
"3",1,"Control","2020","Control3","Plantago patagonica",2
"3",1,"Control","2020","Control3","Nassella tenuis",15
"3",1,"Control","2020","Control3","Poa lanuginosa",0
"3",1,"Control","2020","Control3","Vicia pampicola",0
"5",3,"Exclosure","2020","Exclosure5","Sporobolus rigens",3
"5",3,"Exclosure","2020","Exclosure5","Noticastrum sericeum",8
"5",3,"Exclosure","2020","Exclosure5","Panicum urvilleanum",0
"5",3,"Exclosure","2020","Exclosure5","Hoffmannseggia trifoliata",0
"5",3,"Exclosure","2020","Exclosure5","Plantago patagonica",0
"5",3,"Exclosure","2020","Exclosure5","Nassella tenuis",20
"5",3,"Exclosure","2020","Exclosure5","Poa lanuginosa",0
"5",3,"Exclosure","2020","Exclosure5","Vicia pampicola",0
"5",4,"Partial","2020","Partial5","Sporobolus rigens",2
"5",4,"Partial","2020","Partial5","Noticastrum sericeum",1
"5",4,"Partial","2020","Partial5","Panicum urvilleanum",0
"5",4,"Partial","2020","Partial5","Hoffmannseggia trifoliata",0
"5",4,"Partial","2020","Partial5","Plantago patagonica",0
"5",4,"Partial","2020","Partial5","Nassella tenuis",33
"5",4,"Partial","2020","Partial5","Poa lanuginosa",1
"5",4,"Partial","2020","Partial5","Vicia pampicola",0
"5",1,"Control","2020","Control5","Sporobolus rigens",1
"5",1,"Control","2020","Control5","Noticastrum sericeum",1
"5",1,"Control","2020","Control5","Panicum urvilleanum",0
"5",1,"Control","2020","Control5","Hoffmannseggia trifoliata",0
"5",1,"Control","2020","Control5","Plantago patagonica",0
"5",1,"Control","2020","Control5","Nassella tenuis",10
"5",1,"Control","2020","Control5","Poa lanuginosa",0
"5",1,"Control","2020","Control5","Vicia pampicola",0
"6",3,"Exclosure","2020","Exclosure6","Sporobolus rigens",4
"6",3,"Exclosure","2020","Exclosure6","Noticastrum sericeum",10
"6",3,"Exclosure","2020","Exclosure6","Panicum urvilleanum",0
"6",3,"Exclosure","2020","Exclosure6","Hoffmannseggia trifoliata",5
"6",3,"Exclosure","2020","Exclosure6","Plantago patagonica",1
"6",3,"Exclosure","2020","Exclosure6","Nassella tenuis",25
"6",3,"Exclosure","2020","Exclosure6","Poa lanuginosa",0
"6",3,"Exclosure","2020","Exclosure6","Vicia pampicola",0
"6",4,"Partial","2020","Partial6","Sporobolus rigens",5
"6",4,"Partial","2020","Partial6","Noticastrum sericeum",3
"6",4,"Partial","2020","Partial6","Panicum urvilleanum",0
"6",4,"Partial","2020","Partial6","Hoffmannseggia trifoliata",0
"6",4,"Partial","2020","Partial6","Plantago patagonica",4
"6",4,"Partial","2020","Partial6","Nassella tenuis",10
"6",4,"Partial","2020","Partial6","Poa lanuginosa",0
"6",4,"Partial","2020","Partial6","Vicia pampicola",0
"6",1,"Control","2020","Control6","Sporobolus rigens",4
"6",1,"Control","2020","Control6","Noticastrum sericeum",0
"6",1,"Control","2020","Control6","Panicum urvilleanum",0
"6",1,"Control","2020","Control6","Hoffmannseggia trifoliata",0
"6",1,"Control","2020","Control6","Plantago patagonica",3
"6",1,"Control","2020","Control6","Nassella tenuis",15
"6",1,"Control","2020","Control6","Poa lanuginosa",0
"6",1,"Control","2020","Control6","Vicia pampicola",0
"1",4,"Partial","2021","Partial1","Sporobolus rigens",0
"1",4,"Partial","2021","Partial1","Noticastrum sericeum",2
"1",4,"Partial","2021","Partial1","Panicum urvilleanum",4
"1",4,"Partial","2021","Partial1","Hoffmannseggia trifoliata",0
"1",4,"Partial","2021","Partial1","Plantago patagonica",0
"1",4,"Partial","2021","Partial1","Nassella tenuis",8
"1",4,"Partial","2021","Partial1","Poa lanuginosa",15
"1",4,"Partial","2021","Partial1","Vicia pampicola",0
"1",3,"Exclosure","2021","Exclosure1","Sporobolus rigens",2
"1",3,"Exclosure","2021","Exclosure1","Noticastrum sericeum",4
"1",3,"Exclosure","2021","Exclosure1","Panicum urvilleanum",3
"1",3,"Exclosure","2021","Exclosure1","Hoffmannseggia trifoliata",0
"1",3,"Exclosure","2021","Exclosure1","Plantago patagonica",0
"1",3,"Exclosure","2021","Exclosure1","Nassella tenuis",2
"1",3,"Exclosure","2021","Exclosure1","Poa lanuginosa",30
"1",3,"Exclosure","2021","Exclosure1","Vicia pampicola",0
"1",1,"Control","2021","Control1","Sporobolus rigens",5
"1",1,"Control","2021","Control1","Noticastrum sericeum",4
"1",1,"Control","2021","Control1","Panicum urvilleanum",0
"1",1,"Control","2021","Control1","Hoffmannseggia trifoliata",0
"1",1,"Control","2021","Control1","Plantago patagonica",1
"1",1,"Control","2021","Control1","Nassella tenuis",5
"1",1,"Control","2021","Control1","Poa lanuginosa",3
"1",1,"Control","2021","Control1","Vicia pampicola",0
"2",1,"Control","2021","Control2","Sporobolus rigens",6
"2",1,"Control","2021","Control2","Noticastrum sericeum",1
"2",1,"Control","2021","Control2","Panicum urvilleanum",0
"2",1,"Control","2021","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2021","Control2","Plantago patagonica",3
"2",1,"Control","2021","Control2","Nassella tenuis",10
"2",1,"Control","2021","Control2","Poa lanuginosa",0
"2",1,"Control","2021","Control2","Vicia pampicola",0
"2",3,"Exclosure","2021","Exclosure2","Sporobolus rigens",1
"2",3,"Exclosure","2021","Exclosure2","Noticastrum sericeum",5
"2",3,"Exclosure","2021","Exclosure2","Panicum urvilleanum",3
"2",3,"Exclosure","2021","Exclosure2","Hoffmannseggia trifoliata",0
"2",3,"Exclosure","2021","Exclosure2","Plantago patagonica",0
"2",3,"Exclosure","2021","Exclosure2","Nassella tenuis",30
"2",3,"Exclosure","2021","Exclosure2","Poa lanuginosa",15
"2",3,"Exclosure","2021","Exclosure2","Vicia pampicola",0
"2",4,"Partial","2021","Partial2","Sporobolus rigens",5
"2",4,"Partial","2021","Partial2","Noticastrum sericeum",3
"2",4,"Partial","2021","Partial2","Panicum urvilleanum",4
"2",4,"Partial","2021","Partial2","Hoffmannseggia trifoliata",4
"2",4,"Partial","2021","Partial2","Plantago patagonica",2
"2",4,"Partial","2021","Partial2","Nassella tenuis",12
"2",4,"Partial","2021","Partial2","Poa lanuginosa",8
"2",4,"Partial","2021","Partial2","Vicia pampicola",0
"4",3,"Exclosure","2021","Exclosure4","Sporobolus rigens",6
"4",3,"Exclosure","2021","Exclosure4","Noticastrum sericeum",6
"4",3,"Exclosure","2021","Exclosure4","Panicum urvilleanum",0
"4",3,"Exclosure","2021","Exclosure4","Hoffmannseggia trifoliata",0
"4",3,"Exclosure","2021","Exclosure4","Plantago patagonica",30
"4",3,"Exclosure","2021","Exclosure4","Nassella tenuis",2
"4",3,"Exclosure","2021","Exclosure4","Poa lanuginosa",4
"4",3,"Exclosure","2021","Exclosure4","Vicia pampicola",0
"4",4,"Partial","2021","Partial4","Sporobolus rigens",3
"4",4,"Partial","2021","Partial4","Noticastrum sericeum",3
"4",4,"Partial","2021","Partial4","Panicum urvilleanum",2
"4",4,"Partial","2021","Partial4","Hoffmannseggia trifoliata",0
"4",4,"Partial","2021","Partial4","Plantago patagonica",25
"4",4,"Partial","2021","Partial4","Nassella tenuis",10
"4",4,"Partial","2021","Partial4","Poa lanuginosa",0
"4",4,"Partial","2021","Partial4","Vicia pampicola",0
"4",1,"Control","2021","Control4","Sporobolus rigens",8
"4",1,"Control","2021","Control4","Noticastrum sericeum",1
"4",1,"Control","2021","Control4","Panicum urvilleanum",0
"4",1,"Control","2021","Control4","Hoffmannseggia trifoliata",0
"4",1,"Control","2021","Control4","Plantago patagonica",2
"4",1,"Control","2021","Control4","Nassella tenuis",8
"4",1,"Control","2021","Control4","Poa lanuginosa",1
"4",1,"Control","2021","Control4","Vicia pampicola",0
"3",3,"Exclosure","2021","Exclosure3","Sporobolus rigens",2
"3",3,"Exclosure","2021","Exclosure3","Noticastrum sericeum",3
"3",3,"Exclosure","2021","Exclosure3","Panicum urvilleanum",7
"3",3,"Exclosure","2021","Exclosure3","Hoffmannseggia trifoliata",0
"3",3,"Exclosure","2021","Exclosure3","Plantago patagonica",0
"3",3,"Exclosure","2021","Exclosure3","Nassella tenuis",4
"3",3,"Exclosure","2021","Exclosure3","Poa lanuginosa",0
"3",3,"Exclosure","2021","Exclosure3","Vicia pampicola",3
"3",4,"Partial","2021","Partial3","Sporobolus rigens",1
"3",4,"Partial","2021","Partial3","Noticastrum sericeum",5
"3",4,"Partial","2021","Partial3","Panicum urvilleanum",10
"3",4,"Partial","2021","Partial3","Hoffmannseggia trifoliata",0
"3",4,"Partial","2021","Partial3","Plantago patagonica",0
"3",4,"Partial","2021","Partial3","Nassella tenuis",4
"3",4,"Partial","2021","Partial3","Poa lanuginosa",0
"3",4,"Partial","2021","Partial3","Vicia pampicola",0
"3",1,"Control","2021","Control3","Sporobolus rigens",1
"3",1,"Control","2021","Control3","Noticastrum sericeum",1
"3",1,"Control","2021","Control3","Panicum urvilleanum",0
"3",1,"Control","2021","Control3","Hoffmannseggia trifoliata",0
"3",1,"Control","2021","Control3","Plantago patagonica",2
"3",1,"Control","2021","Control3","Nassella tenuis",30
"3",1,"Control","2021","Control3","Poa lanuginosa",0
"3",1,"Control","2021","Control3","Vicia pampicola",0
"5",3,"Exclosure","2021","Exclosure5","Sporobolus rigens",3
"5",3,"Exclosure","2021","Exclosure5","Noticastrum sericeum",5
"5",3,"Exclosure","2021","Exclosure5","Panicum urvilleanum",0
"5",3,"Exclosure","2021","Exclosure5","Hoffmannseggia trifoliata",0
"5",3,"Exclosure","2021","Exclosure5","Plantago patagonica",0
"5",3,"Exclosure","2021","Exclosure5","Nassella tenuis",50
"5",3,"Exclosure","2021","Exclosure5","Poa lanuginosa",4
"5",3,"Exclosure","2021","Exclosure5","Vicia pampicola",0
"5",4,"Partial","2021","Partial5","Sporobolus rigens",2
"5",4,"Partial","2021","Partial5","Noticastrum sericeum",3
"5",4,"Partial","2021","Partial5","Panicum urvilleanum",0
"5",4,"Partial","2021","Partial5","Hoffmannseggia trifoliata",0
"5",4,"Partial","2021","Partial5","Plantago patagonica",0
"5",4,"Partial","2021","Partial5","Nassella tenuis",35
"5",4,"Partial","2021","Partial5","Poa lanuginosa",2
"5",4,"Partial","2021","Partial5","Vicia pampicola",0
"5",1,"Control","2021","Control5","Sporobolus rigens",1
"5",1,"Control","2021","Control5","Noticastrum sericeum",1
"5",1,"Control","2021","Control5","Panicum urvilleanum",0
"5",1,"Control","2021","Control5","Hoffmannseggia trifoliata",0
"5",1,"Control","2021","Control5","Plantago patagonica",0
"5",1,"Control","2021","Control5","Nassella tenuis",8
"5",1,"Control","2021","Control5","Poa lanuginosa",1
"5",1,"Control","2021","Control5","Vicia pampicola",0
"6",3,"Exclosure","2021","Exclosure6","Sporobolus rigens",3
"6",3,"Exclosure","2021","Exclosure6","Noticastrum sericeum",15
"6",3,"Exclosure","2021","Exclosure6","Panicum urvilleanum",0
"6",3,"Exclosure","2021","Exclosure6","Hoffmannseggia trifoliata",75
"6",3,"Exclosure","2021","Exclosure6","Plantago patagonica",0
"6",3,"Exclosure","2021","Exclosure6","Nassella tenuis",15
"6",3,"Exclosure","2021","Exclosure6","Poa lanuginosa",2
"6",3,"Exclosure","2021","Exclosure6","Vicia pampicola",0
"6",4,"Partial","2021","Partial6","Sporobolus rigens",10
"6",4,"Partial","2021","Partial6","Noticastrum sericeum",5
"6",4,"Partial","2021","Partial6","Panicum urvilleanum",0
"6",4,"Partial","2021","Partial6","Hoffmannseggia trifoliata",0
"6",4,"Partial","2021","Partial6","Plantago patagonica",10
"6",4,"Partial","2021","Partial6","Nassella tenuis",10
"6",4,"Partial","2021","Partial6","Poa lanuginosa",3
"6",4,"Partial","2021","Partial6","Vicia pampicola",0
"6",1,"Control","2021","Control6","Sporobolus rigens",4
"6",1,"Control","2021","Control6","Noticastrum sericeum",0
"6",1,"Control","2021","Control6","Panicum urvilleanum",0
"6",1,"Control","2021","Control6","Hoffmannseggia trifoliata",0
"6",1,"Control","2021","Control6","Plantago patagonica",10
"6",1,"Control","2021","Control6","Nassella tenuis",10
"6",1,"Control","2021","Control6","Poa lanuginosa",0
"6",1,"Control","2021","Control6","Vicia pampicola",0
"1",4,"Partial","2022","Partial1","Sporobolus rigens",0
"1",4,"Partial","2022","Partial1","Noticastrum sericeum",6
"1",4,"Partial","2022","Partial1","Panicum urvilleanum",8
"1",4,"Partial","2022","Partial1","Hoffmannseggia trifoliata",0
"1",4,"Partial","2022","Partial1","Plantago patagonica",0
"1",4,"Partial","2022","Partial1","Nassella tenuis",5
"1",4,"Partial","2022","Partial1","Poa lanuginosa",27
"1",4,"Partial","2022","Partial1","Vicia pampicola",0
"1",3,"Exclosure","2022","Exclosure1","Sporobolus rigens",3
"1",3,"Exclosure","2022","Exclosure1","Noticastrum sericeum",5
"1",3,"Exclosure","2022","Exclosure1","Panicum urvilleanum",2
"1",3,"Exclosure","2022","Exclosure1","Hoffmannseggia trifoliata",0
"1",3,"Exclosure","2022","Exclosure1","Plantago patagonica",0
"1",3,"Exclosure","2022","Exclosure1","Nassella tenuis",1
"1",3,"Exclosure","2022","Exclosure1","Poa lanuginosa",50
"1",3,"Exclosure","2022","Exclosure1","Vicia pampicola",0
"1",1,"Control","2022","Control1","Sporobolus rigens",12
"1",1,"Control","2022","Control1","Noticastrum sericeum",4
"1",1,"Control","2022","Control1","Panicum urvilleanum",0
"1",1,"Control","2022","Control1","Hoffmannseggia trifoliata",0
"1",1,"Control","2022","Control1","Plantago patagonica",1
"1",1,"Control","2022","Control1","Nassella tenuis",7
"1",1,"Control","2022","Control1","Poa lanuginosa",1
"1",1,"Control","2022","Control1","Vicia pampicola",0
"2",1,"Control","2022","Control2","Sporobolus rigens",7
"2",1,"Control","2022","Control2","Noticastrum sericeum",1
"2",1,"Control","2022","Control2","Panicum urvilleanum",0
"2",1,"Control","2022","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2022","Control2","Plantago patagonica",2
"2",1,"Control","2022","Control2","Nassella tenuis",20
"2",1,"Control","2022","Control2","Poa lanuginosa",0
"2",1,"Control","2022","Control2","Vicia pampicola",0
"2",3,"Exclosure","2022","Exclosure2","Sporobolus rigens",1
"2",3,"Exclosure","2022","Exclosure2","Noticastrum sericeum",5
"2",3,"Exclosure","2022","Exclosure2","Panicum urvilleanum",4
"2",3,"Exclosure","2022","Exclosure2","Hoffmannseggia trifoliata",0
"2",3,"Exclosure","2022","Exclosure2","Plantago patagonica",0
"2",3,"Exclosure","2022","Exclosure2","Nassella tenuis",2
"2",3,"Exclosure","2022","Exclosure2","Poa lanuginosa",35
"2",3,"Exclosure","2022","Exclosure2","Vicia pampicola",0
"2",4,"Partial","2022","Partial2","Sporobolus rigens",2
"2",4,"Partial","2022","Partial2","Noticastrum sericeum",3
"2",4,"Partial","2022","Partial2","Panicum urvilleanum",8
"2",4,"Partial","2022","Partial2","Hoffmannseggia trifoliata",5
"2",4,"Partial","2022","Partial2","Plantago patagonica",1
"2",4,"Partial","2022","Partial2","Nassella tenuis",5
"2",4,"Partial","2022","Partial2","Poa lanuginosa",6
"2",4,"Partial","2022","Partial2","Vicia pampicola",0
"4",3,"Exclosure","2022","Exclosure4","Sporobolus rigens",5
"4",3,"Exclosure","2022","Exclosure4","Noticastrum sericeum",9
"4",3,"Exclosure","2022","Exclosure4","Panicum urvilleanum",0
"4",3,"Exclosure","2022","Exclosure4","Hoffmannseggia trifoliata",0
"4",3,"Exclosure","2022","Exclosure4","Plantago patagonica",7
"4",3,"Exclosure","2022","Exclosure4","Nassella tenuis",2
"4",3,"Exclosure","2022","Exclosure4","Poa lanuginosa",4
"4",3,"Exclosure","2022","Exclosure4","Vicia pampicola",0
"4",4,"Partial","2022","Partial4","Sporobolus rigens",5
"4",4,"Partial","2022","Partial4","Noticastrum sericeum",4
"4",4,"Partial","2022","Partial4","Panicum urvilleanum",4
"4",4,"Partial","2022","Partial4","Hoffmannseggia trifoliata",0
"4",4,"Partial","2022","Partial4","Plantago patagonica",5
"4",4,"Partial","2022","Partial4","Nassella tenuis",5
"4",4,"Partial","2022","Partial4","Poa lanuginosa",0
"4",4,"Partial","2022","Partial4","Vicia pampicola",2
"4",1,"Control","2022","Control4","Sporobolus rigens",8
"4",1,"Control","2022","Control4","Noticastrum sericeum",1
"4",1,"Control","2022","Control4","Panicum urvilleanum",0
"4",1,"Control","2022","Control4","Hoffmannseggia trifoliata",0
"4",1,"Control","2022","Control4","Plantago patagonica",1
"4",1,"Control","2022","Control4","Nassella tenuis",8
"4",1,"Control","2022","Control4","Poa lanuginosa",1
"4",1,"Control","2022","Control4","Vicia pampicola",0
"3",3,"Exclosure","2022","Exclosure3","Sporobolus rigens",1
"3",3,"Exclosure","2022","Exclosure3","Noticastrum sericeum",2
"3",3,"Exclosure","2022","Exclosure3","Panicum urvilleanum",5
"3",3,"Exclosure","2022","Exclosure3","Hoffmannseggia trifoliata",3
"3",3,"Exclosure","2022","Exclosure3","Plantago patagonica",0
"3",3,"Exclosure","2022","Exclosure3","Nassella tenuis",0
"3",3,"Exclosure","2022","Exclosure3","Poa lanuginosa",0
"3",3,"Exclosure","2022","Exclosure3","Vicia pampicola",99
"3",4,"Partial","2022","Partial3","Sporobolus rigens",0
"3",4,"Partial","2022","Partial3","Noticastrum sericeum",4
"3",4,"Partial","2022","Partial3","Panicum urvilleanum",20
"3",4,"Partial","2022","Partial3","Hoffmannseggia trifoliata",0
"3",4,"Partial","2022","Partial3","Plantago patagonica",1
"3",4,"Partial","2022","Partial3","Nassella tenuis",5
"3",4,"Partial","2022","Partial3","Poa lanuginosa",0
"3",4,"Partial","2022","Partial3","Vicia pampicola",1
"3",1,"Control","2022","Control3","Sporobolus rigens",1
"3",1,"Control","2022","Control3","Noticastrum sericeum",1
"3",1,"Control","2022","Control3","Panicum urvilleanum",0
"3",1,"Control","2022","Control3","Hoffmannseggia trifoliata",0
"3",1,"Control","2022","Control3","Plantago patagonica",1
"3",1,"Control","2022","Control3","Nassella tenuis",30
"3",1,"Control","2022","Control3","Poa lanuginosa",0
"3",1,"Control","2022","Control3","Vicia pampicola",0
"5",3,"Exclosure","2022","Exclosure5","Sporobolus rigens",5
"5",3,"Exclosure","2022","Exclosure5","Noticastrum sericeum",10
"5",3,"Exclosure","2022","Exclosure5","Panicum urvilleanum",0
"5",3,"Exclosure","2022","Exclosure5","Hoffmannseggia trifoliata",0
"5",3,"Exclosure","2022","Exclosure5","Plantago patagonica",0
"5",3,"Exclosure","2022","Exclosure5","Nassella tenuis",40
"5",3,"Exclosure","2022","Exclosure5","Poa lanuginosa",3
"5",3,"Exclosure","2022","Exclosure5","Vicia pampicola",0
"5",4,"Partial","2022","Partial5","Sporobolus rigens",2
"5",4,"Partial","2022","Partial5","Noticastrum sericeum",3
"5",4,"Partial","2022","Partial5","Panicum urvilleanum",0
"5",4,"Partial","2022","Partial5","Hoffmannseggia trifoliata",0
"5",4,"Partial","2022","Partial5","Plantago patagonica",0
"5",4,"Partial","2022","Partial5","Nassella tenuis",40
"5",4,"Partial","2022","Partial5","Poa lanuginosa",0
"5",4,"Partial","2022","Partial5","Vicia pampicola",0
"5",1,"Control","2022","Control5","Sporobolus rigens",2
"5",1,"Control","2022","Control5","Noticastrum sericeum",1
"5",1,"Control","2022","Control5","Panicum urvilleanum",0
"5",1,"Control","2022","Control5","Hoffmannseggia trifoliata",0
"5",1,"Control","2022","Control5","Plantago patagonica",0
"5",1,"Control","2022","Control5","Nassella tenuis",12
"5",1,"Control","2022","Control5","Poa lanuginosa",0
"5",1,"Control","2022","Control5","Vicia pampicola",0
"6",3,"Exclosure","2022","Exclosure6","Sporobolus rigens",4
"6",3,"Exclosure","2022","Exclosure6","Noticastrum sericeum",35
"6",3,"Exclosure","2022","Exclosure6","Panicum urvilleanum",0
"6",3,"Exclosure","2022","Exclosure6","Hoffmannseggia trifoliata",30
"6",3,"Exclosure","2022","Exclosure6","Plantago patagonica",0
"6",3,"Exclosure","2022","Exclosure6","Nassella tenuis",7
"6",3,"Exclosure","2022","Exclosure6","Poa lanuginosa",10
"6",3,"Exclosure","2022","Exclosure6","Vicia pampicola",0
"6",4,"Partial","2022","Partial6","Sporobolus rigens",15
"6",4,"Partial","2022","Partial6","Noticastrum sericeum",12
"6",4,"Partial","2022","Partial6","Panicum urvilleanum",0
"6",4,"Partial","2022","Partial6","Hoffmannseggia trifoliata",0
"6",4,"Partial","2022","Partial6","Plantago patagonica",2
"6",4,"Partial","2022","Partial6","Nassella tenuis",8
"6",4,"Partial","2022","Partial6","Poa lanuginosa",3
"6",4,"Partial","2022","Partial6","Vicia pampicola",0
"6",1,"Control","2022","Control6","Sporobolus rigens",5
"6",1,"Control","2022","Control6","Noticastrum sericeum",0
"6",1,"Control","2022","Control6","Panicum urvilleanum",0
"6",1,"Control","2022","Control6","Hoffmannseggia trifoliata",0
"6",1,"Control","2022","Control6","Plantago patagonica",3
"6",1,"Control","2022","Control6","Nassella tenuis",25
"6",1,"Control","2022","Control6","Poa lanuginosa",0
"6",1,"Control","2022","Control6","Vicia pampicola",0
"1",4,"Partial","2023","Partial1","Sporobolus rigens",0
"1",4,"Partial","2023","Partial1","Noticastrum sericeum",5
"1",4,"Partial","2023","Partial1","Panicum urvilleanum",10
"1",4,"Partial","2023","Partial1","Hoffmannseggia trifoliata",0
"1",4,"Partial","2023","Partial1","Plantago patagonica",0
"1",4,"Partial","2023","Partial1","Nassella tenuis",10
"1",4,"Partial","2023","Partial1","Poa lanuginosa",15
"1",4,"Partial","2023","Partial1","Vicia pampicola",0
"1",3,"Exclosure","2023","Exclosure1","Sporobolus rigens",2
"1",3,"Exclosure","2023","Exclosure1","Noticastrum sericeum",4
"1",3,"Exclosure","2023","Exclosure1","Panicum urvilleanum",2
"1",3,"Exclosure","2023","Exclosure1","Hoffmannseggia trifoliata",0
"1",3,"Exclosure","2023","Exclosure1","Plantago patagonica",0
"1",3,"Exclosure","2023","Exclosure1","Nassella tenuis",4
"1",3,"Exclosure","2023","Exclosure1","Poa lanuginosa",55
"1",3,"Exclosure","2023","Exclosure1","Vicia pampicola",0
"1",1,"Control","2023","Control1","Sporobolus rigens",15
"1",1,"Control","2023","Control1","Noticastrum sericeum",3
"1",1,"Control","2023","Control1","Panicum urvilleanum",1
"1",1,"Control","2023","Control1","Hoffmannseggia trifoliata",0
"1",1,"Control","2023","Control1","Plantago patagonica",1
"1",1,"Control","2023","Control1","Nassella tenuis",10
"1",1,"Control","2023","Control1","Poa lanuginosa",0
"1",1,"Control","2023","Control1","Vicia pampicola",0
"2",1,"Control","2023","Control2","Sporobolus rigens",12
"2",1,"Control","2023","Control2","Noticastrum sericeum",2
"2",1,"Control","2023","Control2","Panicum urvilleanum",0
"2",1,"Control","2023","Control2","Hoffmannseggia trifoliata",0
"2",1,"Control","2023","Control2","Plantago patagonica",1
"2",1,"Control","2023","Control2","Nassella tenuis",32
"2",1,"Control","2023","Control2","Poa lanuginosa",0
